Order ID,Product Name,Category,Price,Discount (%),Quantity Sold,Total Sales,Purchase Date,Customer ID,Location
ORD0251,Face Cream,Beauty & Health,10922.16,10,1,9829.94,2024-05-14,CUST6699,Gudivada
ORD0252,Jacket,Fashion,21092.14,15,2,35856.64,2024-07-16,CUST9642,Amaravati
ORD0253,Football,Sports & Fitness,5052.05,20,5,20208.2,2024-09-11,CUST1934,Sambalpur
ORD0254,T-shirt,Fashion,21681.37,15,1,18429.16,2024-03-13,CUST1142,Kolkata
ORD0255,Football,Sports & Fitness,6041.91,10,1,5437.72,2024-04-22,CUST2729,Jammu
ORD0256,T-shirt,Fashion,4391.64,10,3,11857.43,2024-05-12,CUST2674,Bahraich
ORD0257,Bedsheet,Home & Kitchen,31877.44,20,3,76505.86,2024-12-11,CUST6131,Chinsurah
ORD0258,Jacket,Fashion,42065.55,5,3,119886.82,2025-02-03,CUST1457,Gaya
ORD0259,Shoes,Fashion,2317.32,5,4,8805.82,2024-08-13,CUST8078,Kalyan-Dombivli
ORD0260,Table Lamp,Home & Kitchen,20970.97,15,5,89126.62,2024-03-28,CUST9321,Ludhiana
ORD0261,Face Cream,Beauty & Health,20567.74,25,4,61703.22,2024-08-21,CUST6026,Jabalpur
ORD0262,Lipstick,Beauty & Health,25719.8,30,1,18003.86,2025-02-27,CUST8968,Solapur
ORD0263,Shampoo,Beauty & Health,21493.54,20,5,85974.16,2024-05-01,CUST2455,Jamalpur
ORD0264,Cushion Cover,Home & Kitchen,27581.4,0,1,27581.4,2024-08-17,CUST2273,Ghaziabad
ORD0265,Treadmill,Sports & Fitness,39291.19,5,3,111979.89,2024-07-04,CUST4474,Akola
ORD0266,Mixer Grinder,Home & Kitchen,22244.12,15,4,75630.01,2024-08-31,CUST8559,Nanded
ORD0267,Shampoo,Beauty & Health,17395.29,15,4,59143.99,2024-05-30,CUST8272,Shimoga
ORD0268,Mixer Grinder,Home & Kitchen,10608.34,20,1,8486.67,2024-08-13,CUST4169,Machilipatnam
ORD0269,Cookware Set,Home & Kitchen,4645.87,10,2,8362.57,2024-06-24,CUST2868,Ballia
ORD0270,T-shirt,Fashion,47011.47,25,2,70517.21,2024-08-08,CUST4692,Coimbatore
ORD0271,Bedsheet,Home & Kitchen,22909.17,10,2,41236.51,2024-07-22,CUST7410,Morena
ORD0272,Bedsheet,Home & Kitchen,12068.55,10,2,21723.39,2025-01-02,CUST7812,Sangli-Miraj & Kupwad
ORD0273,Cookware Set,Home & Kitchen,28193.98,30,4,78943.14,2024-03-17,CUST7621,Tirunelveli
ORD0274,Laptop,Electronics,40321.71,20,4,129029.47,2024-12-01,CUST3409,Durg
ORD0275,Bedsheet,Home & Kitchen,34682.25,0,2,69364.5,2025-02-09,CUST2759,Allahabad
ORD0276,Shampoo,Beauty & Health,33151.17,30,1,23205.82,2024-09-29,CUST6334,Giridih
ORD0277,Shoes,Fashion,43742.87,5,2,83111.45,2024-09-29,CUST9770,Ghaziabad
ORD0278,Treadmill,Sports & Fitness,25105.25,25,4,75315.75,2025-02-13,CUST6550,Phusro
ORD0279,Sunglasses,Fashion,29824.57,0,3,89473.71,2024-12-11,CUST9520,Tiruchirappalli
ORD0280,Dumbbells,Sports & Fitness,38134.95,25,2,57202.42,2024-03-13,CUST7460,Firozabad
ORD0281,Smartphone,Electronics,39398.38,25,5,147743.92,2024-06-25,CUST5857,Tiruvottiyur
ORD0282,Tablet,Electronics,43632.72,0,5,218163.6,2024-12-28,CUST3727,Tiruppur
ORD0283,Smartwatch,Electronics,33053.49,5,5,157004.08,2024-09-11,CUST3722,Madhyamgram
ORD0284,Sunglasses,Fashion,1862.22,15,2,3165.77,2024-12-27,CUST2474,Singrauli
ORD0285,Face Cream,Beauty & Health,27885.62,5,2,52982.68,2024-08-23,CUST5990,Morbi
ORD0286,Headphones,Electronics,31732.61,15,3,80918.16,2024-07-13,CUST3576,Bulandshahr
ORD0287,Smartphone,Electronics,43141.08,25,3,97067.43,2024-06-13,CUST4377,Howrah
ORD0288,Face Cream,Beauty & Health,3412.86,5,5,16211.09,2024-09-15,CUST9159,Guntur
ORD0289,Bedsheet,Home & Kitchen,30328.43,20,1,24262.74,2024-09-07,CUST5783,Guna
ORD0290,Laptop,Electronics,28205.71,0,5,141028.55,2024-11-09,CUST6465,Pudukkottai
ORD0291,Tablet,Electronics,29664.88,15,2,50430.3,2024-06-11,CUST5757,Kavali
ORD0292,Cookware Set,Home & Kitchen,7595.46,0,3,22786.38,2024-04-19,CUST5070,Shahjahanpur
ORD0293,T-shirt,Fashion,37474.58,0,5,187372.9,2024-05-14,CUST5958,Bhimavaram
ORD0294,Jeans,Fashion,19099.01,0,4,76396.04,2024-09-05,CUST8022,Rewa
ORD0295,Face Cream,Beauty & Health,41016.98,20,2,65627.17,2024-04-30,CUST7418,Udaipur
ORD0296,Yoga Mat,Sports & Fitness,37279.19,30,2,52190.87,2025-02-22,CUST2033,Ichalkaranji
ORD0297,Treadmill,Sports & Fitness,47974.9,30,5,167912.15,2025-01-11,CUST4945,Mahbubnagar
ORD0298,Cookware Set,Home & Kitchen,39616.1,30,1,27731.27,2024-04-07,CUST5653,Buxar
ORD0299,Cushion Cover,Home & Kitchen,46911.68,10,4,168882.05,2025-02-13,CUST5837,Singrauli
ORD0300,Shampoo,Beauty & Health,43224.35,5,1,41063.13,2025-02-17,CUST9849,Bhalswa Jahangir Pur
ORD0301,Headphones,Electronics,18591.96,15,1,15803.17,2024-06-18,CUST5432,Khammam
ORD0302,Laptop,Electronics,6564.37,15,1,5579.71,2024-07-01,CUST2353,Bokaro
ORD0303,Cushion Cover,Home & Kitchen,35847.2,10,4,129049.92,2024-11-01,CUST9523,Alwar
ORD0304,Shampoo,Beauty & Health,6016.09,0,4,24064.36,2024-11-29,CUST7619,Bharatpur
ORD0305,Smartphone,Electronics,5802.13,15,1,4931.81,2024-03-14,CUST4852,Bhalswa Jahangir Pur
ORD0306,T-shirt,Fashion,41751.12,15,3,106465.36,2024-07-10,CUST7408,Baranagar
ORD0307,Jeans,Fashion,28546.02,25,3,64228.54,2024-08-31,CUST9479,Guntur
ORD0308,Cookware Set,Home & Kitchen,20441.37,10,3,55191.7,2024-10-06,CUST6082,Kottayam
ORD0309,Bedsheet,Home & Kitchen,44318.8,20,2,70910.08,2024-07-18,CUST8631,Danapur
ORD0310,Laptop,Electronics,35417.03,0,3,106251.09,2025-01-20,CUST2346,Shivpuri
ORD0311,Table Lamp,Home & Kitchen,13044.19,0,4,52176.76,2024-11-21,CUST7921,Surendranagar Dudhrej
ORD0312,Smartwatch,Electronics,8631.4,15,5,36683.45,2025-01-10,CUST5020,Bettiah
ORD0313,Jacket,Fashion,42718.43,25,4,128155.29,2024-10-13,CUST1127,Tumkur
ORD0314,Jacket,Fashion,5219.98,15,1,4436.98,2024-09-14,CUST2952,Asansol
ORD0315,Laptop,Electronics,30844.45,0,1,30844.45,2024-11-08,CUST5930,Chinsurah
ORD0316,Perfume,Beauty & Health,24388.89,0,5,121944.45,2024-10-06,CUST2976,Nanded
ORD0317,Treadmill,Sports & Fitness,3883.79,10,5,17477.06,2024-08-12,CUST3427,Mirzapur
ORD0318,T-shirt,Fashion,33740.51,10,4,121465.84,2025-02-14,CUST3755,Khora 
ORD0319,Treadmill,Sports & Fitness,21745.35,10,1,19570.81,2024-04-26,CUST1481,Bathinda
ORD0320,Sunglasses,Fashion,33975.09,0,2,67950.18,2024-09-28,CUST7844,Vellore
ORD0321,Shampoo,Beauty & Health,14593.1,20,4,46697.92,2024-05-04,CUST2882,Solapur
ORD0322,Table Lamp,Home & Kitchen,10317.75,20,5,41271.0,2024-07-12,CUST4254,Raiganj
ORD0323,Cricket Bat,Sports & Fitness,27177.63,30,4,76097.36,2025-01-01,CUST9422,Chittoor
ORD0324,Table Lamp,Home & Kitchen,14962.89,20,4,47881.25,2024-04-11,CUST3585,Karawal Nagar
ORD0325,Hair Oil,Beauty & Health,44290.04,30,2,62006.06,2024-11-09,CUST5229,Purnia
ORD0326,Perfume,Beauty & Health,22367.38,30,5,78285.83,2024-09-16,CUST4277,Jamnagar
ORD0327,Cookware Set,Home & Kitchen,4010.6,10,4,14438.16,2025-02-13,CUST2436,Purnia
ORD0328,Shampoo,Beauty & Health,40372.88,15,5,171584.74,2024-06-03,CUST1576,Howrah
ORD0329,Cricket Bat,Sports & Fitness,43688.11,20,1,34950.49,2024-08-11,CUST6656,Siliguri
ORD0330,Hair Oil,Beauty & Health,40645.04,10,5,182902.68,2024-06-01,CUST4434,Nellore
ORD0331,Cookware Set,Home & Kitchen,43575.4,15,5,185195.45,2024-08-28,CUST4661,Sangli-Miraj & Kupwad
ORD0332,Face Cream,Beauty & Health,48030.5,0,3,144091.5,2024-10-26,CUST4975,Jammu
ORD0333,Cricket Bat,Sports & Fitness,4030.59,5,2,7658.12,2024-09-20,CUST7183,Mirzapur
ORD0334,Cricket Bat,Sports & Fitness,36368.81,25,2,54553.21,2024-10-06,CUST7544,Panchkula
ORD0335,Yoga Mat,Sports & Fitness,3190.26,15,2,5423.44,2024-07-14,CUST2150,Jaipur
ORD0336,Sunglasses,Fashion,24879.52,30,1,17415.66,2024-08-20,CUST7147,Ranchi
ORD0337,T-shirt,Fashion,26369.63,5,3,75153.45,2025-02-13,CUST6974,Hazaribagh
ORD0338,Table Lamp,Home & Kitchen,26926.77,30,2,37697.48,2024-04-05,CUST7371,Ambattur
ORD0339,Face Cream,Beauty & Health,9236.37,30,1,6465.46,2025-02-19,CUST2566,Maheshtala
ORD0340,T-shirt,Fashion,25756.04,30,2,36058.46,2024-12-29,CUST6698,Bharatpur
ORD0341,Tablet,Electronics,41861.86,5,4,159075.07,2024-10-01,CUST4756,Tenali
ORD0342,Face Cream,Beauty & Health,22234.51,5,4,84491.14,2025-02-19,CUST6179,Berhampore
ORD0343,Shoes,Fashion,19980.73,15,1,16983.62,2025-01-12,CUST5572,Bharatpur
ORD0344,Smartwatch,Electronics,28719.53,5,4,109134.21,2024-06-08,CUST4648,Firozabad
ORD0345,Jeans,Fashion,19213.99,15,3,48995.67,2025-02-14,CUST1650,Sangli-Miraj & Kupwad
ORD0346,Shoes,Fashion,14331.2,5,1,13614.64,2024-10-22,CUST5249,Bhagalpur
ORD0347,Yoga Mat,Sports & Fitness,40776.09,30,2,57086.53,2024-12-03,CUST8301,Siliguri
ORD0348,Dumbbells,Sports & Fitness,16863.79,25,3,37943.53,2024-08-13,CUST8555,Indore
ORD0349,Shoes,Fashion,14366.24,0,4,57464.96,2024-07-05,CUST3624,Firozabad
ORD0350,Football,Sports & Fitness,3704.25,20,5,14817.0,2024-09-01,CUST9721,Surat
ORD0351,Smartphone,Electronics,25474.13,5,3,72601.27,2024-11-25,CUST5799,Dehri
ORD0352,Shampoo,Beauty & Health,22965.99,10,4,82677.56,2025-01-30,CUST3040,Tiruchirappalli
ORD0353,Treadmill,Sports & Fitness,38935.12,20,1,31148.1,2024-11-20,CUST7214,Sikar
ORD0354,Cushion Cover,Home & Kitchen,21942.88,25,1,16457.16,2024-12-29,CUST7376,Alappuzha
ORD0355,Smartwatch,Electronics,11857.55,20,5,47430.2,2024-03-16,CUST1903,Bulandshahr
ORD0356,Treadmill,Sports & Fitness,48426.41,25,4,145279.23,2024-08-19,CUST8173,Thiruvananthapuram
ORD0357,Table Lamp,Home & Kitchen,1642.67,25,4,4928.01,2025-02-04,CUST1517,Durg
ORD0358,Football,Sports & Fitness,7490.09,20,5,29960.36,2024-04-23,CUST5513,Motihari
ORD0359,Sunglasses,Fashion,16177.93,5,3,46107.1,2024-11-03,CUST7320,Indore
ORD0360,Cookware Set,Home & Kitchen,38054.48,0,3,114163.44,2024-12-16,CUST9769,Miryalaguda
ORD0361,Bedsheet,Home & Kitchen,10281.4,25,3,23133.15,2024-05-21,CUST3001,Phusro
ORD0362,T-shirt,Fashion,30935.71,10,3,83526.42,2025-02-25,CUST1116,Noida
ORD0363,Table Lamp,Home & Kitchen,20047.34,25,5,75177.53,2024-11-15,CUST7284,Srikakulam
ORD0364,Jeans,Fashion,6139.39,5,4,23329.68,2024-06-13,CUST8201,Sagar
ORD0365,Football,Sports & Fitness,40761.24,20,1,32608.99,2024-04-14,CUST7919,Proddatur
ORD0366,Lipstick,Beauty & Health,49256.45,5,1,46793.63,2025-03-05,CUST9279,Kota
ORD0367,Hair Oil,Beauty & Health,19661.24,15,3,50136.16,2024-04-02,CUST9664,Thoothukudi
ORD0368,Sunglasses,Fashion,10641.55,30,3,22347.25,2024-05-31,CUST7068,Bhusawal
ORD0369,Face Cream,Beauty & Health,3260.99,10,2,5869.78,2024-04-07,CUST9126,Mira-Bhayandar
ORD0370,Cricket Bat,Sports & Fitness,8844.1,20,4,28301.12,2024-08-13,CUST7131,Bhopal
ORD0371,Sunglasses,Fashion,35213.48,20,5,140853.92,2024-05-06,CUST9334,Latur
ORD0372,Yoga Mat,Sports & Fitness,6575.54,5,5,31233.81,2024-10-15,CUST6632,New Delhi
ORD0373,Treadmill,Sports & Fitness,40403.23,15,4,137370.98,2024-07-12,CUST7631,Berhampur
ORD0374,Tablet,Electronics,42089.57,30,1,29462.7,2025-01-24,CUST5404,Agra
ORD0375,Headphones,Electronics,20759.77,20,5,83039.08,2025-02-18,CUST6156,Katni
ORD0376,Laptop,Electronics,1592.49,15,2,2707.23,2024-11-10,CUST7574,Kamarhati
ORD0377,Smartphone,Electronics,47845.44,25,4,143536.32,2024-08-26,CUST7026,Gulbarga
ORD0378,Bedsheet,Home & Kitchen,9710.67,5,3,27675.41,2024-10-21,CUST8891,Nizamabad
ORD0379,Yoga Mat,Sports & Fitness,1772.79,0,3,5318.37,2025-01-08,CUST4244,Mathura
ORD0380,Mixer Grinder,Home & Kitchen,22587.15,15,3,57597.23,2024-04-05,CUST6977,Jamalpur
ORD0381,Hair Oil,Beauty & Health,43044.61,10,3,116220.45,2025-02-28,CUST7199,Raichur
ORD0382,Sunglasses,Fashion,47820.2,25,1,35865.15,2024-10-07,CUST6658,Ambattur
ORD0383,Face Cream,Beauty & Health,9383.29,15,4,31903.19,2024-12-05,CUST9967,Alappuzha
ORD0384,Tablet,Electronics,34408.74,0,1,34408.74,2024-12-21,CUST6426,Adoni
ORD0385,Smartwatch,Electronics,5876.87,10,2,10578.37,2024-12-11,CUST7544,Durg
ORD0386,Table Lamp,Home & Kitchen,26080.37,25,3,58680.83,2025-03-08,CUST2787,Bangalore
ORD0387,Table Lamp,Home & Kitchen,49446.87,20,4,158229.98,2024-11-10,CUST3587,Bilaspur
ORD0388,Tablet,Electronics,35962.91,15,2,61136.95,2024-11-16,CUST1502,Imphal
ORD0389,Shoes,Fashion,18504.6,20,5,74018.4,2024-07-27,CUST7525,Srikakulam
ORD0390,Treadmill,Sports & Fitness,10964.78,25,4,32894.34,2024-04-13,CUST6147,Hospet
ORD0391,Table Lamp,Home & Kitchen,44793.68,30,4,125422.3,2024-09-25,CUST6861,Bhilai
ORD0392,Jacket,Fashion,21083.68,30,1,14758.58,2024-05-27,CUST5275,Haridwar
ORD0393,Lipstick,Beauty & Health,38315.08,0,2,76630.16,2024-12-01,CUST9997,Farrukhabad
ORD0394,Hair Oil,Beauty & Health,8062.75,10,2,14512.95,2024-09-01,CUST4652,Alwar
ORD0395,Jeans,Fashion,37610.54,25,1,28207.9,2024-12-17,CUST8353,Siliguri
ORD0396,Cushion Cover,Home & Kitchen,20912.34,15,5,88877.45,2024-07-11,CUST6921,Fatehpur
ORD0397,Sunglasses,Fashion,43385.3,20,4,138832.96,2024-04-10,CUST5618,Siwan
ORD0398,Tablet,Electronics,49481.9,15,4,168238.46,2024-10-08,CUST1643,Tiruchirappalli
ORD0399,Treadmill,Sports & Fitness,24040.19,15,2,40868.32,2024-05-17,CUST5255,Ranchi
ORD0400,Lipstick,Beauty & Health,29797.36,15,4,101311.02,2024-03-20,CUST9637,Vasai-Virar
ORD0401,Perfume,Beauty & Health,21419.74,30,1,14993.82,2025-01-18,CUST7404,Guntur
ORD0402,Dumbbells,Sports & Fitness,3575.23,30,1,2502.66,2024-05-14,CUST1683,Nanded
ORD0403,Mixer Grinder,Home & Kitchen,44695.96,30,4,125148.69,2024-06-13,CUST9804,Jammu
ORD0404,Cushion Cover,Home & Kitchen,45896.64,25,4,137689.92,2024-06-21,CUST8020,Bilaspur
ORD0405,Cookware Set,Home & Kitchen,2481.74,15,3,6328.44,2024-04-12,CUST4672,Tirunelveli
ORD0406,Jeans,Fashion,15083.87,15,4,51285.16,2025-03-10,CUST9206,Gandhidham
ORD0407,Cushion Cover,Home & Kitchen,32906.97,30,5,115174.4,2024-09-16,CUST3837,Buxar
ORD0408,Hair Oil,Beauty & Health,17474.69,5,2,33201.91,2024-11-30,CUST1721,Dibrugarh
ORD0409,Mixer Grinder,Home & Kitchen,9072.69,10,3,24496.26,2025-01-13,CUST4269,Rampur
ORD0410,Lipstick,Beauty & Health,20363.01,5,4,77379.44,2024-04-19,CUST9369,Jamalpur
ORD0411,Mixer Grinder,Home & Kitchen,29836.25,15,3,76082.44,2024-05-02,CUST8097,Mysore
ORD0412,Cushion Cover,Home & Kitchen,42250.38,15,3,107738.47,2024-06-07,CUST3061,Bhubaneswar
ORD0413,Face Cream,Beauty & Health,42691.63,20,4,136613.22,2024-09-19,CUST6226,Narasaraopet
ORD0414,Shampoo,Beauty & Health,29387.43,20,1,23509.94,2025-02-05,CUST4526,Aurangabad
ORD0415,Mixer Grinder,Home & Kitchen,1233.85,10,5,5552.32,2024-08-02,CUST9425,Danapur
ORD0416,Shoes,Fashion,27432.4,20,4,87783.68,2025-01-06,CUST1143,Bhusawal
ORD0417,Hair Oil,Beauty & Health,7402.26,25,2,11103.39,2024-03-25,CUST8020,Kozhikode
ORD0418,Bedsheet,Home & Kitchen,3085.07,0,1,3085.07,2024-08-09,CUST2063,Lucknow
ORD0419,Yoga Mat,Sports & Fitness,1251.53,5,3,3566.86,2024-08-22,CUST5157,Shimoga
ORD0420,Jacket,Fashion,34435.25,0,1,34435.25,2024-04-20,CUST3551,Begusarai
ORD0421,Face Cream,Beauty & Health,31876.14,25,3,71721.32,2024-05-04,CUST6297,Bihar Sharif
ORD0422,Laptop,Electronics,4514.51,20,5,18058.04,2024-05-04,CUST9212,Gandhinagar
ORD0423,Jeans,Fashion,14087.67,5,4,53533.15,2024-06-08,CUST2490,Orai
ORD0424,Laptop,Electronics,49579.1,5,3,141300.43,2024-06-20,CUST2272,Srinagar
ORD0425,Face Cream,Beauty & Health,37173.33,30,1,26021.33,2025-02-09,CUST7829,Loni
ORD0426,Smartwatch,Electronics,49262.26,10,2,88672.07,2024-05-10,CUST2686,Chapra
ORD0427,Laptop,Electronics,9029.91,10,2,16253.84,2024-11-04,CUST5196,Phusro
ORD0428,Football,Sports & Fitness,45853.71,0,5,229268.55,2024-06-15,CUST8388,Fatehpur
ORD0429,Dumbbells,Sports & Fitness,33235.29,10,4,119647.04,2024-10-19,CUST5232,Ramagundam
ORD0430,Bedsheet,Home & Kitchen,32266.18,0,2,64532.36,2024-05-10,CUST4723,Jalna
ORD0431,Cushion Cover,Home & Kitchen,29310.09,15,4,99654.31,2025-01-09,CUST7418,Warangal
ORD0432,Sunglasses,Fashion,21106.99,5,5,100258.2,2024-12-21,CUST1023,Bhilai
ORD0433,Hair Oil,Beauty & Health,33518.55,20,4,107259.36,2025-01-29,CUST4156,Chandigarh
ORD0434,Jacket,Fashion,5312.28,0,3,15936.84,2024-10-09,CUST1700,Kalyan-Dombivli
ORD0435,Perfume,Beauty & Health,43241.29,15,2,73510.19,2024-04-03,CUST5237,Jalandhar
ORD0436,Bedsheet,Home & Kitchen,49845.89,30,4,139568.49,2024-07-02,CUST8048,Satna
ORD0437,Shoes,Fashion,34820.07,15,1,29597.06,2025-02-08,CUST7553,Durgapur
ORD0438,Face Cream,Beauty & Health,7640.02,25,4,22920.06,2024-12-19,CUST7106,Tiruvottiyur
ORD0439,Shoes,Fashion,35524.4,25,2,53286.6,2024-03-30,CUST1521,Karnal
ORD0440,Treadmill,Sports & Fitness,12979.81,5,1,12330.82,2024-08-16,CUST3565,Jorhat
ORD0441,Cricket Bat,Sports & Fitness,43070.08,25,1,32302.56,2024-08-06,CUST3316,Uluberia
ORD0442,Jacket,Fashion,12139.0,20,1,9711.2,2024-10-18,CUST9008,Khandwa
ORD0443,Table Lamp,Home & Kitchen,27445.56,5,4,104293.13,2024-12-19,CUST8517,Alappuzha
ORD0444,Laptop,Electronics,21802.33,15,5,92659.9,2024-07-20,CUST1928,Shivpuri
ORD0445,Smartwatch,Electronics,41548.38,5,3,118412.88,2024-07-25,CUST9339,Ambala
ORD0446,Face Cream,Beauty & Health,21375.38,20,1,17100.3,2024-04-19,CUST5776,Ramagundam
ORD0447,Hair Oil,Beauty & Health,7450.69,20,3,17881.66,2024-11-12,CUST9486,Gorakhpur
ORD0448,Cushion Cover,Home & Kitchen,36172.88,15,4,122987.79,2024-12-20,CUST4049,Ozhukarai
ORD0449,Laptop,Electronics,8580.31,25,1,6435.23,2025-02-19,CUST8343,Phusro
ORD0450,Treadmill,Sports & Fitness,40357.33,20,3,96857.59,2024-07-03,CUST4537,Sasaram
ORD0451,Laptop,Electronics,28627.25,15,2,48666.32,2024-09-20,CUST3908,Durgapur
ORD0452,Cushion Cover,Home & Kitchen,26865.07,20,4,85968.22,2024-03-19,CUST6226,Anantapur
ORD0453,Mixer Grinder,Home & Kitchen,37292.7,10,3,100690.29,2024-06-15,CUST5657,Imphal
ORD0454,Jacket,Fashion,3558.43,25,4,10675.29,2024-05-30,CUST7772,Rajpur Sonarpur
ORD0455,Hair Oil,Beauty & Health,37662.19,30,3,79090.6,2024-06-17,CUST2133,Medininagar
ORD0456,Smartphone,Electronics,38662.94,30,2,54128.12,2025-01-21,CUST3884,Amravati
ORD0457,Cookware Set,Home & Kitchen,26048.27,25,3,58608.61,2024-03-24,CUST6623,Jamnagar
ORD0458,Headphones,Electronics,25089.95,30,3,52688.9,2024-07-08,CUST1824,Raiganj
ORD0459,Dumbbells,Sports & Fitness,14243.2,5,2,27062.08,2024-03-21,CUST8628,Rajahmundry
ORD0460,Shoes,Fashion,21207.05,10,1,19086.35,2024-08-25,CUST8991,Nanded
ORD0461,Cookware Set,Home & Kitchen,45676.31,30,5,159867.08,2024-06-14,CUST1243,Tirunelveli
ORD0462,Shoes,Fashion,4130.78,15,4,14044.65,2024-06-13,CUST4161,Bhagalpur
ORD0463,Treadmill,Sports & Fitness,21043.87,0,4,84175.48,2025-01-16,CUST6647,Mirzapur
ORD0464,Smartwatch,Electronics,15616.5,25,2,23424.75,2024-12-03,CUST9261,Ichalkaranji
ORD0465,Sunglasses,Fashion,48541.55,30,5,169895.42,2024-04-12,CUST1427,Hazaribagh
ORD0466,Face Cream,Beauty & Health,45091.83,30,1,31564.28,2024-09-27,CUST8253,Nashik
ORD0467,Headphones,Electronics,6205.9,10,4,22341.24,2024-12-09,CUST4665,Kakinada
ORD0468,Perfume,Beauty & Health,39950.66,25,1,29963.0,2025-01-23,CUST7308,Deoghar
ORD0469,Laptop,Electronics,2735.51,20,3,6565.22,2024-11-23,CUST2954,Ujjain
ORD0470,Table Lamp,Home & Kitchen,5912.8,30,5,20694.8,2024-04-25,CUST3190,Moradabad
ORD0471,Smartwatch,Electronics,12527.42,0,4,50109.68,2024-09-12,CUST3740,Giridih
ORD0472,Yoga Mat,Sports & Fitness,48643.15,25,2,72964.73,2024-11-02,CUST5228,Miryalaguda
ORD0473,Bedsheet,Home & Kitchen,10480.57,25,1,7860.43,2024-08-13,CUST2177,Gwalior
ORD0474,Table Lamp,Home & Kitchen,35687.04,15,1,30333.98,2024-04-06,CUST5912,Silchar
ORD0475,Lipstick,Beauty & Health,41318.55,15,1,35120.77,2024-10-28,CUST9109,Farrukhabad
ORD0476,Headphones,Electronics,44596.96,5,2,84734.22,2024-08-02,CUST2290,Saharanpur
ORD0477,Face Cream,Beauty & Health,49586.59,20,3,119007.82,2024-12-31,CUST3666,Chandrapur
ORD0478,Treadmill,Sports & Fitness,6307.61,10,2,11353.7,2024-04-30,CUST8678,Kolkata
ORD0479,Laptop,Electronics,1869.7,20,3,4487.28,2024-05-05,CUST8300,Kochi
ORD0480,Smartwatch,Electronics,29028.44,25,4,87085.32,2024-10-12,CUST1790,Mumbai
ORD0481,Lipstick,Beauty & Health,15831.62,25,2,23747.43,2024-10-11,CUST4958,Sambhal
ORD0482,Hair Oil,Beauty & Health,44807.63,10,4,161307.47,2024-06-03,CUST9990,Agartala
ORD0483,Mixer Grinder,Home & Kitchen,22411.43,25,2,33617.15,2024-12-22,CUST3492,Farrukhabad
ORD0484,Perfume,Beauty & Health,10732.77,25,5,40247.89,2024-10-01,CUST7549,Guntakal
ORD0485,Face Cream,Beauty & Health,766.51,5,3,2184.55,2024-12-27,CUST2781,Udaipur
ORD0486,Tablet,Electronics,24370.23,0,2,48740.46,2024-09-23,CUST5924,Kharagpur
ORD0487,Cookware Set,Home & Kitchen,26459.14,5,5,125680.91,2024-10-27,CUST8032,Nashik
ORD0488,Smartphone,Electronics,48228.51,5,3,137451.25,2025-02-20,CUST9327,Bijapur
ORD0489,Smartphone,Electronics,40379.82,15,3,102968.54,2024-05-07,CUST4887,Thrissur
ORD0490,Hair Oil,Beauty & Health,11860.51,5,5,56337.42,2024-06-05,CUST7690,Mango
ORD0491,Face Cream,Beauty & Health,37368.93,15,4,127054.36,2024-07-24,CUST4761,Tadipatri
ORD0492,Jacket,Fashion,517.92,30,3,1087.63,2024-07-30,CUST6059,Bellary
ORD0493,T-shirt,Fashion,45915.53,25,5,172183.24,2024-09-25,CUST7262,Ahmedabad
ORD0494,Perfume,Beauty & Health,22464.43,10,5,101089.93,2024-05-09,CUST3862,Pali
ORD0495,Laptop,Electronics,14220.69,5,2,27019.31,2024-05-02,CUST7835,Vasai-Virar
ORD0496,Laptop,Electronics,49453.25,10,4,178031.7,2025-01-12,CUST4469,Anantapur
ORD0497,Face Cream,Beauty & Health,21904.69,30,4,61333.13,2024-06-10,CUST3134,Panipat
ORD0498,Shoes,Fashion,22470.64,30,5,78647.24,2024-09-09,CUST4764,Dhanbad
ORD0499,Laptop,Electronics,18725.7,25,4,56177.1,2024-03-25,CUST3448,Jehanabad
ORD0500,Bedsheet,Home & Kitchen,47887.22,10,1,43098.5,2024-03-27,CUST7657,Bhimavaram
